Antenna signal,Address Resolution Protocol,Arrival Time,Time since reference or first frame,Beacon Interval,BSS Id,Channel Num,Channel Frequency,Channel Width,Code,Complementary Code Keying (CCK),Country Information,Destination address,Data rate (Mb/s),Dynamic Host Configuration Protocol,Direction,DS status,Duration,Duration Start,Duration End,EAPOL Key Length,EAPOL Length,EAPOL Type,Epoch Time,ESS capabilities,Flag Retry,Frame length on the wire,Frame Number,Frame Type,GTK,Hardware type,Header length,IBSS status,IGTK,KCK,Key Data Length,KEK,Key MIC,Key Nonce,Logical-Link Control,MAC timestamp,Message number,More Data,NetBIOS Name Service,Orthogonal Frequency-Division Multiplexing (OFDM),Opcode,OUI,PMKID,PWR MGT,Present flags,TSFT,TSF timestamp,Protected flag,Protocol type,Reason code,Receiver address,Replay Counter,RX flags,Sender IP address,Sender MAC address,Sequence number,Signal strength (dBm),Source address,SSID,Subtype,Tag length,Tag,Target IP address,Target MAC address,Time to live,Time delta from previous captured frame,Time delta from previous displayed frame,Timestamp value,Timestamp echo reply,Transmitter address,Checksum Status,Checksum Code,Destination IP Address,ICMPv6 Excluded Multicast Address,ICMPv6 Nonce,ICMPv6 Multicast Address Records,IPv4 Address,Protocol,Acknowledgment Flag,Bad Checksum,Destination Port,FIN Flag,PUSH Flag,RTO based on delta from frame,SEQ/ACK analysis,Suspected Retransmission,Suspected Out-of-Order,SYN Flag,tcp.analysis.reused_ports,TCP payload,TCP Analysis Flags,TCP Spurious Retransmission,TCP Sequence Number,TCP Sequence Number (raw),TCP Source Port,Time since first frame in TCP stream,Time since previous frame in TCP stream,Transaction ID DNS,Destination Port UDP,Source Port UDP,Account,Authenticated in Frame,Command,Data,Length,Data Offset,Domain,Error Code Type,Generic Execute,Generic Read,Generic Write,GUID Handle File,Header Length,Host SMBv2,Multiplex ID,NT Status,Previous Session Id,Process Id,ProtocolId,Request/Response,Security Signatures,Server Component,Session Flags,Session Id,Tree Id,Write Length,Write Request,TLS Algorithm,Connection ID,Content Type,Description [TLS Message],Length [TLS Message],Level [TLS Message],Application Data Protocol [TLS],Handshake Type [TLS],Session Ticket Length [TLS],Version [TLS],Additional RRs,Answer RRs,Authoritative,Authority RRs,Broadcast Address,Client hardware address padding,Client IP address,Client MAC address,Connection,Content length,Content-Type,Cookie DHCP,Cookie SSH,Date,DH GEX Max,DH GEX Min,DH GEX Number of Bits,DHCP Server Identifier,DNS Additional Data length,DNS Response Flag,DNS Retransmission Flag,DNS query retransmission,DNS Questions,Domain Name,Domain Name Server,File Data,Full request URI,Group,Host,Hardware type,Host key type length,Host key length,Last-Modified [HTTP],Location,Message Code,M-SEARCH*HTTP/1.1\\r\\n,Message type [DHCP],Name,Name Length,Next server IP address,Next request in frame,Next response in frame,Non-authenticated data,Opcode,Packet Length [SSH],Packet Length (encrypted)  [SSH],Padding Length [SSH],Padding String [SSH],Relay agent IP address,Request Method,Request in frame,Request URI,Request URI Path,Request URI Query,Request URI Query Parameter,Request Version,Response line,Response Version,Response in frame,Response Phrase,Router,Server,Severity level,Status Code,Status Code Description,Supported Protocol,Time since request [HTTP],Transaction ID [DHCP],TCP Segment Len
"-36 dBm,-36 dBm,-36 dBm",,"Dec 10, 2020 21:53:31.403499000 GTB Standard Time",38.475257,,,13,2472MHz,,,TRUE,,,2,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),248\302\265s,13989865299\302\265s,13989865547\302\265s,,,,1607630011,,Frame is not being retransmitted,70,1524,Control frame,,,56,,,,,,,,,13989865547,,No data buffered,,FALSE,,,,STA will stay up,1,"Present,Absent,Absent",13989865547,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-36 dBm,,,12,,,,,,0.00026,0.00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-66 dBm",,"Dec 10, 2020 21:53:31.403723000 GTB Standard Time",38.475481,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is not being retransmitted,316,1525,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,108,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000224,0.000224,,,50:3e:aa:e3:1f:be,,,52.143.86.214,,,,192.168.2.190,TCP,Set,0xbfc5,443,Not set,Set,,1,,,Not set,,1603030066100000626104f97afa1833be8a0b4d40171cbec9f020f39deb760ab9baddb5β\200\246,,,223,147629690,61216,0.262861,0.013556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Handshake,Change Cipher Spec,Handshake",,"102,1,40",,,Client Key Exchange,,"TLS 1.2,TLS 1.2,TLS 1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158
"-63 dBm,-63 dBm,-66 dBm",,"Dec 10, 2020 21:53:31.403730000 GTB Standard Time",38.475488,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is not being retransmitted,316,1526,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,109,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000007,0.000007,,,50:3e:aa:e3:1f:be,,,40.91.73.169,,,,192.168.2.190,TCP,Set,0x663a,443,Not set,Set,,1,,,Not set,,160303006610000062610476c28ebd067e21286cca41208af4733d409a9eb32dfa860cd7β\200\246,,,223,3974703428,61217,0.461498,0.010763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Handshake,Change Cipher Spec,Handshake",,"102,1,40",,,Client Key Exchange,,"TLS 1.2,TLS 1.2,TLS 1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158
"-63 dBm,-63 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.404014000 GTB Standard Time",38.475772,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,316,1527,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,108,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000284,0.000284,,,50:3e:aa:e3:1f:be,,,52.143.86.214,,,,192.168.2.190,TCP,Set,0xbfc5,443,Not set,Set,1525,1,1,,Not set,1,1603030066100000626104f97afa1833be8a0b4d40171cbec9f020f39deb760ab9baddb5β\200\246,1,,223,147629690,61216,0.263152,0.000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Note",,,,,,158
"-63 dBm,-63 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.404021000 GTB Standard Time",38.475779,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,316,1528,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,109,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000007,0.000007,,,50:3e:aa:e3:1f:be,,,40.91.73.169,,,,192.168.2.190,TCP,Set,0x663a,443,Not set,Set,1526,1,1,,Not set,1,160303006610000062610476c28ebd067e21286cca41208af4733d409a9eb32dfa860cd7β\200\246,1,,223,3974703428,61217,0.461789,0.000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Note",,,,,,158
"-62 dBm,-62 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.404333000 GTB Standard Time",38.476091,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,316,1529,Data frame,,,64,,,,,,,,,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,108,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000312,0.000312,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,6e45c718ad33fe96d2eab0af633730a9c7e622f18305642b22c8a7560b1a30119b787f3fβ\200\246,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,,0
"-62 dBm,-62 dBm,-72 dBm",,"Dec 10, 2020 21:53:31.409123000 GTB Standard Time",38.480881,,,13,2472MHz,,,TRUE,,,2,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),272\302\265s,13989870852\302\265s,13989871124\302\265s,,,,1607630011,,Frame is not being retransmitted,76,1530,Control frame,,,56,,,,,,,,,13989871124,,No data buffered,,FALSE,,,,STA will stay up,1,"Present,Absent,Absent",13989871124,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-72 dBm,,,11,,,,,,0.00479,0.00479,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-36 dBm,-36 dBm,-36 dBm",,"Dec 10, 2020 21:53:31.409373000 GTB Standard Time",38.481131,,,13,2472MHz,,,TRUE,,,2,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),248\302\265s,13989871167\302\265s,13989871415\302\265s,,,,1607630011,,Frame is not being retransmitted,70,1531,Control frame,,,56,,,,,,,,,13989871415,,No data buffered,,FALSE,,,,STA will stay up,1,"Present,Absent,Absent",13989871415,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-36 dBm,,,12,,,,,,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-62 dBm,-62 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.409596000 GTB Standard Time",38.481354,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,316,1532,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,108,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000223,0.000223,,,50:3e:aa:e3:1f:be,,,52.143.86.214,,,,192.168.2.190,TCP,Set,0xbfc5,443,Not set,Set,1525,1,1,,Not set,1,1603030066100000626104f97afa1833be8a0b4d40171cbec9f020f39deb760ab9baddb5β\200\246,1,,223,147629690,61216,0.268734,0.005582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Note",,,,,,158
"-62 dBm,-62 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.409604000 GTB Standard Time",38.481362,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,316,1533,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,109,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000008,0.000008,,,50:3e:aa:e3:1f:be,,,40.91.73.169,,,,192.168.2.190,TCP,Set,0x663a,443,Not set,Set,1526,1,1,,Not set,1,160303006610000062610476c28ebd067e21286cca41208af4733d409a9eb32dfa860cd7β\200\246,1,,223,3974703428,61217,0.467372,0.005583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Note",,,,,,158
"-63 dBm,-63 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.410155000 GTB Standard Time",38.481913,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,0c:9d:92:54:fe:30,39,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),96\302\265s,,,,,,1607630011,,Frame is being retransmitted,308,1534,Data frame,,,56,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,108,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000551,0.000551,,,50:3e:aa:e3:1f:be,,,52.143.86.214,,,,192.168.2.190,TCP,Set,0xbfc5,443,Not set,Set,1525,1,1,,Not set,1,1603030066100000626104f97afa1833be8a0b4d40171cbec9f020f39deb760ab9baddb5β\200\246,1,,223,147629690,61216,0.269293,0.000559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Note",,,,,,158
"-63 dBm,-63 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.410163000 GTB Standard Time",38.481921,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,0c:9d:92:54:fe:30,39,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),96\302\265s,,,,,,1607630011,,Frame is being retransmitted,308,1535,Data frame,,,56,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,109,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000008,0.000008,,,50:3e:aa:e3:1f:be,,,40.91.73.169,,,,192.168.2.190,TCP,Set,0x663a,443,Not set,Set,1526,1,1,,Not set,1,160303006610000062610476c28ebd067e21286cca41208af4733d409a9eb32dfa860cd7β\200\246,1,,223,3974703428,61217,0.467931,0.000559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Note",,,,,,158
"-63 dBm,-63 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.410458000 GTB Standard Time",38.482216,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,0c:9d:92:54:fe:30,19.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),152\302\265s,,,,,,1607630011,,Frame is being retransmitted,308,1536,Data frame,,,56,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,108,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000295,0.000295,,,50:3e:aa:e3:1f:be,,,52.143.86.214,,,,192.168.2.190,TCP,Set,0xbfc5,443,Not set,Set,1525,1,1,,Not set,1,1603030066100000626104f97afa1833be8a0b4d40171cbec9f020f39deb760ab9baddb5β\200\246,1,,223,147629690,61216,0.269596,0.000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Note",,,,,,158
"-63 dBm,-63 dBm,-65 dBm",,"Dec 10, 2020 21:53:31.410463000 GTB Standard Time",38.482221,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,0c:9d:92:54:fe:30,19.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),152\302\265s,,,,,,1607630011,,Frame is being retransmitted,308,1537,Data frame,,,56,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,109,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000005,0.000005,,,50:3e:aa:e3:1f:be,,,40.91.73.169,,,,192.168.2.190,TCP,Set,0x663a,443,Not set,Set,1526,1,1,,Not set,1,160303006610000062610476c28ebd067e21286cca41208af4733d409a9eb32dfa860cd7β\200\246,1,,223,3974703428,61217,0.468231,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Note",,,,,,158
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:31.410536000 GTB Standard Time",38.482294,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),44\302\265s,13989872753\302\265s,13989872797\302\265s,,,,1607630011,,Frame is not being retransmitted,88,1538,Control frame,,,56,,,,,,,,,13989872797,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989872797,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-32 dBm,,,9,,,,,,0.000073,0.000073,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:31.411067000 GTB Standard Time",38.482825,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13989873317\302\265s,13989873349\302\265s,,,,1607630011,,Frame is not being retransmitted,79,1539,Control frame,,,56,,,,,,,,,13989873349,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989873349,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-32 dBm,,,5,,,,,,0.000531,0.000531,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:31.411459000 GTB Standard Time",38.483217,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13989873682\302\265s,13989873710\302\265s,,,,1607630011,,Frame is not being retransmitted,76,1540,Control frame,,,56,,,,,,,,,13989873710,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989873710,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-32 dBm,,,11,,,,,,0.000392,0.000392,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-72 dBm",,"Dec 10, 2020 21:53:31.411464000 GTB Standard Time",38.483222,,,13,2472MHz,,,FALSE,,,24,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13989873726\302\265s,13989873754\302\265s,,,,1607630011,,Frame is not being retransmitted,70,1541,Control frame,,,56,,,,,,,,,13989873754,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989873754,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-72 dBm,,,12,,,,,,0.000005,0.000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:31.411519000 GTB Standard Time",38.483277,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,50:3e:aa:e3:1f:be,,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),,,,,,,1607630011,,Frame is not being retransmitted,170,1542,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,77,-32 dBm,0c:9d:92:54:fe:30,,8,,,,,,0.000055,0.000055,,,0c:9d:92:54:fe:30,,,192.168.2.190,,,,40.127.240.158,TCP,Set,0x1f95,61222,Not set,Not set,,1,,,Set,1,,,,0,2593165476,443,0.086758,0.086758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat,,,,,,0
"-63 dBm,-63 dBm,-71 dBm",,"Dec 10, 2020 21:53:31.411595000 GTB Standard Time",38.483353,,,13,2472MHz,,,FALSE,,,54,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),28\302\265s,13989873840\302\265s,13989873868\302\265s,,,,1607630011,,Frame is not being retransmitted,88,1543,Control frame,,,56,,,,,,,,,13989873868,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989873868,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-71 dBm,,,9,,,,,,0.000076,0.000076,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-71 dBm",,"Dec 10, 2020 21:53:31.412040000 GTB Standard Time",38.483798,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),36\302\265s,13989874278\302\265s,13989874314\302\265s,,,,1607630011,,Frame is not being retransmitted,76,1544,Control frame,,,56,,,,,,,,,13989874314,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989874314,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-71 dBm,,,11,,,,,,0.000445,0.000445,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-32 dBm,-32 dBm,-32 dBm",,"Dec 10, 2020 21:53:31.412058000 GTB Standard Time",38.483816,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13989874335\302\265s,13989874367\302\265s,,,,1607630011,,Frame is not being retransmitted,70,1545,Control frame,,,56,,,,,,,,,13989874367,,No data buffered,,TRUE,,,,STA will stay up,1,"Present,Absent,Absent",13989874367,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-32 dBm,,,12,,,,,,0.000018,0.000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"-63 dBm,-63 dBm,-66 dBm",,"Dec 10, 2020 21:53:31.412259000 GTB Standard Time",38.484017,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is not being retransmitted,158,1546,Data frame,,,64,,,,,,,,1,,,No data buffered,,FALSE,,,,STA will stay up,1,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,110,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000201,0.000201,,,50:3e:aa:e3:1f:be,,,40.127.240.158,,,,192.168.2.190,TCP,Set,0x5f52,443,Not set,Not set,,1,,,Not set,,,,,1,1620899399,61222,0.087498,0.00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
