Antenna signal,Address Resolution Protocol,Arrival Time,Time since reference or first frame,Beacon Interval,BSS Id,Channel Num,Channel Frequency,Channel Width,Code,Complementary Code Keying (CCK),Country Information,Destination address,Data rate (Mb/s),Dynamic Host Configuration Protocol,Direction,DS status,Duration,Duration Start,Duration End,EAPOL Key Length,EAPOL Length,EAPOL Type,Epoch Time,ESS capabilities,Flag Retry,Frame length on the wire,Frame Number,Frame Type,GTK,Hardware type,Header length,IBSS status,IGTK,KCK,Key Data Length,KEK,Key MIC,Key Nonce,Logical-Link Control,MAC timestamp,Message number,More Data,NetBIOS Name Service,Orthogonal Frequency-Division Multiplexing (OFDM),Opcode,OUI,PMKID,PWR MGT,Present flags,TSFT,TSF timestamp,Protected flag,Protocol type,Reason code,Receiver address,Replay Counter,RX flags,Sender IP address,Sender MAC address,Sequence number,Signal strength (dBm),Source address,SSID,Subtype,Tag length,Tag,Target IP address,Target MAC address,Time to live,Time delta from previous captured frame,Time delta from previous displayed frame,Timestamp value,Timestamp echo reply,Transmitter address,Checksum Status,Checksum Code,Destination IP Address,ICMPv6 Excluded Multicast Address,ICMPv6 Nonce,ICMPv6 Multicast Address Records,IPv4 Address,Protocol,Acknowledgment Flag,Bad Checksum,Destination Port,FIN Flag,PUSH Flag,RTO based on delta from frame,SEQ/ACK analysis,Suspected Retransmission,Suspected Out-of-Order,SYN Flag,tcp.analysis.reused_ports,TCP payload,TCP Analysis Flags,TCP Spurious Retransmission,TCP Sequence Number,TCP Sequence Number (raw),TCP Source Port,Time since first frame in TCP stream,Time since previous frame in TCP stream,Transaction ID DNS,Destination Port UDP,Source Port UDP,Account,Authenticated in Frame,Command,Data,Length,Data Offset,Domain,Error Code Type,Generic Execute,Generic Read,Generic Write,GUID Handle File,Header Length,Host SMBv2,Multiplex ID,NT Status,Previous Session Id,Process Id,ProtocolId,Request/Response,Security Signatures,Server Component,Session Flags,Session Id,Tree Id,Write Length,Write Request,TLS Algorithm,Connection ID,Content Type,Description [TLS Message],Length [TLS Message],Level [TLS Message],Application Data Protocol [TLS],Handshake Type [TLS],Session Ticket Length [TLS],Version [TLS],Additional RRs,Answer RRs,Authoritative,Authority RRs,Broadcast Address,Client hardware address padding,Client IP address,Client MAC address,Connection,Content length,Content-Type,Cookie DHCP,Cookie SSH,Date,DH GEX Max,DH GEX Min,DH GEX Number of Bits,DHCP Server Identifier,DNS Additional Data length,DNS Response Flag,DNS Retransmission Flag,DNS query retransmission,DNS Questions,Domain Name,Domain Name Server,File Data,Full request URI,Group,Host,Hardware type,Host key type length,Host key length,Last-Modified [HTTP],Location,Message Code,M-SEARCH*HTTP/1.1\\r\\n,Message type [DHCP],Name,Name Length,Next server IP address,Next request in frame,Next response in frame,Non-authenticated data,Opcode,Packet Length [SSH],Packet Length (encrypted)  [SSH],Padding Length [SSH],Padding String [SSH],Relay agent IP address,Request Method,Request in frame,Request URI,Request URI Path,Request URI Query,Request URI Query Parameter,Request Version,Response line,Response Version,Response in frame,Response Phrase,Router,Server,Severity level,Status Code,Status Code Description,Supported Protocol,Time since request [HTTP],Transaction ID [DHCP]
"-63 dBm,-63 dBm,-67 dBm",,"Dec 10, 2020 21:53:30.875829000 GTB Standard Time",37.947587,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,01:00:5e:00:00:16,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,174,1110,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,61,-67 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000215,0.000215,,,50:3e:aa:e3:1f:be,,,224.0.0.22,,,,192.168.2.190,IGMP,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-63 dBm,-63 dBm,-67 dBm",,"Dec 10, 2020 21:53:30.875835000 GTB Standard Time",37.947593,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,33:33:00:00:00:16,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,234,1111,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,62,-67 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000006,0.000006,,,50:3e:aa:e3:1f:be,,,,3,,"Changed to exclude,Changed to exclude,Changed to exclude",,,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-63 dBm,-63 dBm,-67 dBm",,"Dec 10, 2020 21:53:30.875990000 GTB Standard Time",37.947748,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,01:00:5e:00:00:16,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,174,1112,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,61,-67 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000155,0.000155,,,50:3e:aa:e3:1f:be,,,224.0.0.22,,,,192.168.2.190,IGMP,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-63 dBm,-63 dBm,-67 dBm",,"Dec 10, 2020 21:53:30.875993000 GTB Standard Time",37.947751,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,33:33:00:00:00:16,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,234,1113,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,62,-67 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000003,0.000003,,,50:3e:aa:e3:1f:be,,,,3,,"Changed to exclude,Changed to exclude,Changed to exclude",,,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-62 dBm,-62 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.876264000 GTB Standard Time",37.948022,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,01:00:5e:00:00:16,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,174,1114,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,61,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000271,0.000271,,,50:3e:aa:e3:1f:be,,,224.0.0.22,,,,192.168.2.190,IGMP,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-62 dBm,-62 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.876270000 GTB Standard Time",37.948028,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,33:33:00:00:00:16,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,234,1115,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,62,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000006,0.000006,,,50:3e:aa:e3:1f:be,,,,3,,"Changed to exclude,Changed to exclude,Changed to exclude",,,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note,,,,,
"-61 dBm,-61 dBm,-65 dBm",,"Dec 10, 2020 21:53:30.876699000 GTB Standard Time",37.948457,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,01:00:5e:00:00:16,39,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),64\302\265s,,,,,,1607630011,,Frame is being retransmitted,166,1116,Data frame,,,56,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,61,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000429,0.000429,,,50:3e:aa:e3:1f:be,,,224.0.0.22,,,,192.168.2.190,IGMP,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note",,,,,
"-61 dBm,-61 dBm,-65 dBm",,"Dec 10, 2020 21:53:30.876702000 GTB Standard Time",37.94846,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,33:33:00:00:00:16,39,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),80\302\265s,,,,,,1607630011,,Frame is being retransmitted,226,1117,Data frame,,,56,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,62,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000003,0.000003,,,50:3e:aa:e3:1f:be,,,,3,,"Changed to exclude,Changed to exclude,Changed to exclude",,,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note",,,,,
"-61 dBm,-61 dBm,-65 dBm",,"Dec 10, 2020 21:53:30.876983000 GTB Standard Time",37.948741,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,01:00:5e:00:00:16,19.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),88\302\265s,,,,,,1607630011,,Frame is being retransmitted,166,1118,Data frame,,,56,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,61,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000281,0.000281,,,50:3e:aa:e3:1f:be,,,224.0.0.22,,,,192.168.2.190,IGMP,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note",,,,,
"-61 dBm,-61 dBm,-65 dBm",,"Dec 10, 2020 21:53:30.876989000 GTB Standard Time",37.948747,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,33:33:00:00:00:16,19.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),112\302\265s,,,,,,1607630011,,Frame is being retransmitted,226,1119,Data frame,,,56,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,62,-65 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000006,0.000006,,,50:3e:aa:e3:1f:be,,,,3,,"Changed to exclude,Changed to exclude,Changed to exclude",,,,,,,,,,,,,β\234\223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note",,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:30.877004000 GTB Standard Time",37.948762,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),44\302\265s,13989339263\302\265s,13989339307\302\265s,,,,1607630011,,Frame is not being retransmitted,88,1120,Control frame,,,56,,,,,,,,,13989339307,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989339307,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,9,,,,,,0.000015,0.000015,,,0c:9d:92:54:fe:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-34 dBm,-36 dBm,-34 dBm",,"Dec 10, 2020 21:53:30.879368000 GTB Standard Time",37.951126,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,,01:00:5e:00:00:16,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1056\302\265s,13989339552\302\265s,13989340608\302\265s,,,,1607630011,,Frame is not being retransmitted,164,1121,Data frame,,,56,,,,,,,,β\234\223,13989340608,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989340608,Data is protected,,,01:00:5e:00:00:16,,"Present,Absent,Absent",,,3975,-34 dBm,50:3e:aa:e3:1f:be,,0,,,,,,0.002364,0.002364,,,0c:9d:92:54:fe:30,,,224.0.0.22,,,,192.168.2.190,IGMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-34 dBm,-36 dBm,-34 dBm",,"Dec 10, 2020 21:53:30.880919000 GTB Standard Time",37.952677,,0c:9d:92:54:fe:30,13,2472MHz,,,TRUE,,33:33:00:00:00:16,1,,,Frame from DS to a STA via AP(To DS: 0 From DS: 1),1536\302\265s,13989340138\302\265s,13989341674\302\265s,,,,1607630011,,Frame is not being retransmitted,224,1122,Data frame,,,56,,,,,,,,β\234\223,13989341674,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989341674,Data is protected,,,33:33:00:00:00:16,,"Present,Absent,Absent",,,3976,-34 dBm,50:3e:aa:e3:1f:be,,0,,,,,,0.001551,0.001551,,,0c:9d:92:54:fe:30,,,,3,,"Changed to exclude,Changed to exclude,Changed to exclude",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-63 dBm,-63 dBm,-70 dBm",,"Dec 10, 2020 21:53:30.880948000 GTB Standard Time",37.952706,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),36\302\265s,13989343220\302\265s,13989343256\302\265s,,,,1607630011,,Frame is not being retransmitted,76,1123,Control frame,,,56,,,,,,,,,13989343256,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989343256,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,11,,,,,,0.000029,0.000029,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:30.881024000 GTB Standard Time",37.952782,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13989343277\302\265s,13989343309\302\265s,,,,1607630011,,Frame is not being retransmitted,70,1124,Control frame,,,56,,,,,,,,,13989343309,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989343309,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,12,,,,,,0.000076,0.000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-63 dBm,-63 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.881216000 GTB Standard Time",37.952974,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is not being retransmitted,170,1125,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,63,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000192,0.000192,,,50:3e:aa:e3:1f:be,,,52.184.216.174,,,,192.168.2.190,TCP,Not set,0x200f,443,Not set,Not set,,,,,Set,β\234\223,,,,0,206931476,61214,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chat,,,,,
"-62 dBm,-62 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.881370000 GTB Standard Time",37.953128,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,170,1126,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,63,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000154,0.000154,,,50:3e:aa:e3:1f:be,,,52.184.216.174,,,,192.168.2.190,TCP,Not set,0x200f,443,Not set,Not set,,β\234\223,,β\234\223,Set,β\234\223,,β\234\223,,0,206931476,61214,0.000154,0.000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Chat,Warning",,,,,
"-62 dBm,-62 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.881529000 GTB Standard Time",37.953287,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,170,1127,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,63,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000159,0.000159,,,50:3e:aa:e3:1f:be,,,52.184.216.174,,,,192.168.2.190,TCP,Not set,0x200f,443,Not set,Not set,,β\234\223,,β\234\223,Set,β\234\223,,β\234\223,,0,206931476,61214,0.000313,0.000159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Chat,Warning",,,,,
"-62 dBm,-62 dBm,-67 dBm",,"Dec 10, 2020 21:53:30.881691000 GTB Standard Time",37.953449,,0c:9d:92:54:fe:30,13,2472MHz,20 MHz,,FALSE,,0c:9d:92:54:fe:30,,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),,,,,,,1607630011,,Frame is being retransmitted,170,1128,Data frame,,,64,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,63,-67 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000162,0.000162,,,50:3e:aa:e3:1f:be,,,52.184.216.174,,,,192.168.2.190,TCP,Not set,0x200f,443,Not set,Not set,,β\234\223,,β\234\223,Set,β\234\223,,β\234\223,,0,206931476,61214,0.000475,0.000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Note,Chat,Warning",,,,,
"-62 dBm,-62 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.881997000 GTB Standard Time",37.953755,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,0c:9d:92:54:fe:30,39,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),64\302\265s,,,,,,1607630011,,Frame is being retransmitted,154,1129,Data frame,,,48,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,63,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000306,0.000306,,,50:3e:aa:e3:1f:be,,,52.184.216.174,,,,192.168.2.190,TCP,Not set,0x200f,443,Not set,Not set,,β\234\223,,β\234\223,Set,β\234\223,,β\234\223,,0,206931476,61214,0.000781,0.000306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Chat,Warning",,,,,
"-61 dBm,-61 dBm,-66 dBm",,"Dec 10, 2020 21:53:30.882190000 GTB Standard Time",37.953948,,0c:9d:92:54:fe:30,13,2472MHz,,,FALSE,,0c:9d:92:54:fe:30,19.5,,,Frame from STA to DS via an AP (To DS: 1 From DS: 0),88\302\265s,,,,,,1607630011,,Frame is being retransmitted,154,1130,Data frame,,,48,,,,,,,,β\234\223,,,No data buffered,,FALSE,,,,STA will stay up,β\234\223,"Absent,Absent,Absent",,Data is protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,63,-66 dBm,50:3e:aa:e3:1f:be,,8,,,,,,0.000193,0.000193,,,50:3e:aa:e3:1f:be,,,52.184.216.174,,,,192.168.2.190,TCP,Not set,0x200f,443,Not set,Not set,,β\234\223,,β\234\223,Set,β\234\223,,β\234\223,,0,206931476,61214,0.000974,0.000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption,Assumption,Sequence,Sequence,Sequence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warning,Warning,Note,Chat,Warning",,,,,
"-32 dBm,-32 dBm,-33 dBm",,"Dec 10, 2020 21:53:30.882197000 GTB Standard Time",37.953955,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),32\302\265s,13989344468\302\265s,13989344500\302\265s,,,,1607630011,,Frame is not being retransmitted,70,1131,Control frame,,,56,,,,,,,,,13989344500,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989344500,Data is not protected,,,50:3e:aa:e3:1f:be,,"Present,Absent,Absent",,,,-33 dBm,,,13,,,,,,0.000007,0.000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-64 dBm,-64 dBm,-70 dBm",,"Dec 10, 2020 21:53:30.891189000 GTB Standard Time",37.962947,,,13,2472MHz,,,FALSE,,,12,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),36\302\265s,13989353420\302\265s,13989353456\302\265s,,,,1607630011,,Frame is not being retransmitted,76,1132,Control frame,,,56,,,,,,,,,13989353456,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989353456,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,11,,,,,,0.008992,0.008992,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-64 dBm,-64 dBm,-70 dBm",,"Dec 10, 2020 21:53:30.891580000 GTB Standard Time",37.963338,,,13,2472MHz,,,FALSE,,,6,,,Not leaving DS or network is operating in AD-HOC mode (To DS: 0 From DS: 0),52\302\265s,13989353784\302\265s,13989353836\302\265s,,,,1607630011,,Frame is not being retransmitted,76,1133,Control frame,,,56,,,,,,,,,13989353836,,No data buffered,,TRUE,,,,STA will stay up,β\234\223,"Present,Absent,Absent",13989353836,Data is not protected,,,0c:9d:92:54:fe:30,,"Present,Absent,Absent",,,,-70 dBm,,,11,,,,,,0.000391,0.000391,,,50:3e:aa:e3:1f:be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
